RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
"Indianapolis, IN",33,100.5633803,99.52670605,99.29482215,99.22141119,99.62408058,100.4018081,100.6904488,100.040374,100.4187202,100.046575,99.75535011,99.25062035,98.96729776,99.19496375,100.1108247,101.0753745,101.4990329,101.1560694,100.700693,100.9486607,100.137237,99.57627119,99.75185708,99.31316591,98.95020996,98.9326484,99.31831657,100,100.286533,100.7094386,100.7629428,100.776577,100.994561,100.5217391,100.6720648,100.2620408,100.5026178,99.47964493,100.2387775,100.7495764,101.295045,102.334162,102.7724665,103.5938272,104.0152523,104.6089056,104.1666667,104.4921348,104.5454545,104.622546,104.4152745,105.4451734,105.8858152,107.064722,107.4855267,107.9617572,108.0070824,108.0109127,108.8203298,108.2635283,108.4494774,108.4131564,108.6199391,109.832636,109.6491228,109.5757344,109.2676717,109.6846435,109.6319231,110.1236476,109.9771915,110.6604195,112.2921369,111.792973,111.8917321,112.8377022,113.2075472,113.4457423,114.0321637,113.7600415,114.4720882,115.0583752,114.9144254,114.9358355,115.8914729,117.270081,116.2316089,117.0931359,117.6750268,117.9665417,119.1546763,118.7030821,119.8147402,119.4055662,120.1168402,120.4169662,120.0914983,122.892214,122.8549142,125.3901413,126.0457399,126.4614079,127.5294737,127.6312057,128.6993166,129.2277806,130.7852143,131.3782912,131.4307484,130.819546,131.2963844,131.5158219,132.699115,132.477021,132.8210273
"San Jose, CA",34,526.2666667,542.462783,533.0035052,531.0229178,529.8256331,526.7655651,529.4801187,535.2757021,524.5758774,525.2365931,526.1298701,515.9429092,505.3908356,511.1909367,512.1409029,507.4424899,510.4535465,513.7262961,507.3015873,512.2336227,510.7371685,507.6956508,506.0284272,504.7558656,502.8466811,509.4814616,518.70317,526.687047,549.8787318,561.9075829,568.2847896,568.5501533,599.5995996,595.2380952,585.7549858,597.6874003,597.8937291,613.574352,613.3615368,623.8716148,623.1555051,620.4436353,629.2050342,622.8331267,627.0926339,622.7556228,608.1468732,595.9657702,649.2598684,659.3489958,655.0594912,652.7093596,663.4042553,640.5028882,635.0053362,647.7051793,677.7508617,682.3597347,681.1100292,668.3193863,687.26184,706.231454,745.0664519,785.8541257,787.7341917,786.8051313,788.5051648,794.1469904,808.6838535,832.2349562,838.0714137,829.9825175,829.9825175,843.1512234,874.5882145,874.7533117,870.820326,836.2269607,827.7408284,830.0996582,853.3471138,860.7482843,847.8836247,829.4144767,828.8114549,884.0323396,904.0105194,900.0767919,887.2972673,878.5392865,891.248938,911.2823951,958.0965909,1007.257835,994.7368421,972.4167159,989.3401015,1026.743576,1056.556182,1079.092387,1062.736966,1059.063136,1064.127985,1076.586433,1082.089552,1108.387519,1099.447897,1069.367871,1087.746252,1100.187266,1057.672381,1066.686426,1079.386819,1056.1515,1025.74856
"Austin, TX",35,153.3965183,152.6589242,153.9847817,153.4261242,154.6315672,154.1567696,155.6830073,153.9730953,147.511413,146.2694579,145.3962704,142.9774254,143.2301294,144.5133235,146.6102425,148.2802596,148.2935359,147.5008266,147,146.1088783,150.4253658,148.6842105,145.2861163,144.7592713,144.5036135,143.3067646,144.9746828,148.1576254,146.3256042,147.9776389,146.9250379,147.6123958,149.2998897,149.4376658,148.4238179,145.7085828,145.298815,144.495,150.5487289,152.8386554,154.028436,152.9464687,154.9127767,156.0454025,156.3423212,154.3560606,156.3755821,154.1974008,152.2022838,153.1461403,155.5023923,156.1234122,155.484881,155.9839275,157.7974871,157.384087,158.2025316,159.6570143,160.8204041,158.4538376,160.5549738,159.3708015,160.9895134,163.8773034,164.8754275,164.7154453,164.3475962,162.2463186,162.0309077,162.5523457,163.5061212,158.6468037,162.4031901,176.0989746,176.9003783,183.0087307,185,185.3498831,186.9988379,189.0359168,192.1875,189.8106904,197.6974932,194.3125573,190.2502607,191.1087387,189.0782321,190.6650421,191.6452088,191.3265306,191.4243875,189.0672016,193.4433622,192.5308947,189.9651972,192.4050633,191.1188279,196.0410367,197.847496,200.2803925,202.4114931,205.6299348,207.1181414,206.2580491,208.3389777,211.0290237,210.3273095,207.8285421,206.0917287,212.6924623,213.1956469,210.1769912,212.9508909,215.058923,216.7413704
"Virginia Beach, VA",36,160.719504,159.496349,159.4926979,160.0761551,160.440613,159.7605893,160.3448276,159.5920617,159.7345133,158.6241092,158.8264545,158.0801297,156.843484,156.2304688,156.094953,155.2127109,154.7277293,154.3714556,154.0795587,154.398827,155.237581,154.504072,153.769536,154.2535446,153.5657143,152.4356436,149.8533724,152.4910805,150.5144771,150.6138393,151.4752791,152.2613636,153.3226852,151.1487304,151.457018,150.6223028,150.8761864,150.8506616,151.8508591,148.8896979,152.4014955,155.2114387,151.6626214,152.6220666,152.4175887,153.4442541,153.2608206,153.4320074,152.8420843,152.9666255,152.1304348,152.6918671,153.4615385,153.7894737,153.2336649,154.9586777,155.1028305,155.4359407,155.5262496,155.0281955,154.6822777,155.1574311,154.6782291,155.4112554,154.5231788,154.4676806,154.2070704,154.3422184,154.7250576,154.4876132,155.1645338,154.9514563,156.2934631,157.1877049,155.9581746,156.2291667,156.4659371,156.0613967,156.0124368,156.0098361,156.7287297,156.864859,157.0479189,156.5433781,156.7961165,157.2401434,156.9792109,156.4486387,156.8647081,156.6822767,156.3906391,156.244569,155.9077621,156.9685396,156.9709776,156.6361045,157.2847682,158.3710407,158.3768262,158.9240153,158.7227088,160.1114315,160.1350647,160.2947565,160.9963548,161.6204557,161.6321961,162.1266599,163.0272953,163.9534884,164.9666667,164.8992798,165.0471698,164.6591615,165.0697674
"Nashville, TN",37,137.7952756,137.4930868,137.9473911,137.6863253,137.4166587,136.6237942,136.9699857,136.5187713,134.0103093,133.9946381,133.8308458,132.9663963,131.237721,130.3932206,130.1947156,130.6686996,130.6862745,130.7083301,129.8116401,129.899871,130.4548603,129.9521824,127.954359,127.7674578,127.2558386,127.5054865,127.3048254,127.1689498,128.5636115,129.0525704,130.575508,130.011446,130.2264808,128.9784946,129.1559001,128.4843206,128.6007527,128.1712474,130.1334201,132.2357019,132.5304205,133.11557,133.8510303,135.3408906,135.7744653,136.2807657,137.8804962,136.1324368,136.3841886,139.1553207,140.9916456,142.4395408,143.5628743,144.4133466,145.0950951,145.6846584,146.8457321,148.2152663,145.057175,145.7331731,148.2551675,148.2098227,143.1670282,150.0058153,154.7987616,154.8148148,153.659977,154.7514008,153.2547412,158.0338266,160.0022381,159.9200597,158.6994417,167.8062207,170,170.9274611,170.6397291,171.097561,169.652723,173.453997,175.7166036,177.4088542,178.5007808,180.2517334,180.9654416,182.3096609,181.190014,182.6038647,186.4839018,186.7697286,186.0203791,186.0770578,184.7773219,185.2205053,186.2130707,188.6908784,187.4102088,187.1657754,188.4063908,190.2664492,192.8099174,192.6821084,191.173855,191.1214042,190.5913412,191.8269231,191.6501976,191.0956981,190.2333984,191.1927529,192.1672273,193.05111,193.1522317,192.3879295,192.3073077
"Providence, RI",38,220.4472843,218.75,217.4632353,217.3123487,216.8750223,217.6864458,218.3429083,218.125,214.911338,211.8064569,210.7647821,210,208.2113328,210.1328904,208.3130929,208.5377821,206.7379679,207.9589573,208.0770513,208.2850371,207.6212557,206.2055112,203.907223,204.5772752,203.8867149,203.5633484,205.0641026,204.2329665,204.2994612,204.2253521,205.0094424,204.2253521,204.8763251,206.7966903,207.7910922,208.5174769,207.9750347,207.0912592,207.35868,210.3901797,210.4249507,212.0169651,213.7253619,214.2912612,214.1314939,213.6188907,213.408838,216.3594378,215.4176396,213.6479592,214.5177796,214.0151515,213.8320659,213.8320659,216.28996,212.8693919,214.0625,214.7047321,214.7628026,214.8998331,214.9784483,216.9689119,215.9677419,216.238762,216.6261905,217.3144876,217.6791277,217.3384114,217.3518702,215.3567692,216.4627341,217.476953,219.2942938,219.3686466,222.1120178,223.1750532,224.0888144,224.1388737,223.5213205,225.8402204,224.5113576,225.0839781,224.5974459,226.4834667,228.4610971,228.4079084,233.7535862,230.5555556,231.4148059,231.6156721,233.201581,234,234.5720721,232.9163072,234.4079719,234.1884918,234.592916,238.0378657,240.0862069,243.6517422,242.7034914,243.1674293,244.4640644,243.1223848,241.6950491,240.625,241.4441748,242.2831633,243.565097,244.95,247.631935,248.6290323,246.7532468,248.0692769,248.8674972
"Milwaukee, WI",39,160.400341,161.062542,159.2648721,159.2455164,158.365019,158.2350439,158.3733185,156.855151,156.002401,154.762327,155,155.0611658,154.9858223,153.6557612,153.0314531,151.6752059,151.0934502,151.2982647,151.1657215,150.3173828,151.895461,151.3490725,150.4229373,149.4601329,150.2319896,151.1853867,150.5947861,151.2874967,148.8178634,148.5731272,148.2861401,148.8830975,148.5105852,148.4698098,147.5115741,149.1888384,149.3585617,149.1940299,149.487688,150.5441867,150.6932982,151.2056116,152.0359281,152.2292994,151.6108654,150.7867133,152.3866827,152.5742872,152.3823657,153.6585366,155.7209083,156.5109344,155.6542871,155.8363418,158.1336971,157.6546286,157.7826324,158.5498424,159.1914537,156.9952305,159.4668272,159.9134892,160.8755037,163.6,166.2634989,166.0349127,165.4264079,165.5337691,161.889086,164.239767,165.2428172,164.3007361,165.1678609,173.2090064,171.7081851,171.6880815,168.8686709,168.8211875,164.1518061,165.0722357,166.1495845,168.1000214,167.8421241,165.3960888,166.277285,167.5544465,170.8177061,172.7756869,173.5273337,172.9496186,176.5179678,178.2313479,179.752261,180.7017544,180.6886655,181.7818182,181.6701681,186.7783564,186.852032,186.5471699,188.2196634,186.6705878,187.1686633,186.4797394,188.0835929,188.7843592,188.9069496,190.5725853,192.3668821,194.1574635,196.0768251,194.3021805,194.6318798,194.5754717,197.0187132
"Jacksonville, FL",40,163.5356201,162.7142525,159.7051597,158.2916667,156.4553991,154.4303797,155,153.9548023,149.5314792,148.4848485,146.9190634,142.7877749,140.9744303,139.5517181,140.7394844,140.2783355,138.1692573,135.0644942,135.1586508,136.1869064,139.3769033,136.1607154,134.6985391,135.1695949,135.4011214,133.1620396,133.5522388,132.5441919,131.4045936,131.6950221,130.108055,123.686724,127.6463263,128.0819725,126.6614338,128.5488959,127.0450227,127.8346288,125.3896668,126.8361336,125,125,127.1103896,124.5508982,123.5694329,122.7173095,124.5156188,127.0573029,127.2727273,129.6134576,130.7077626,132.5373166,132.2372132,135.6234491,134.4639312,132.8576525,131.6858256,134.6151512,131.8232136,136.1473087,136.8800637,138.2173913,139.7283144,140.7512907,141.1698334,141.4514145,142.0991482,141.6970807,139.8999439,142.8747708,144.1297631,145.0543374,145.7443516,157.2654462,157.1327619,157.4855491,156.5240084,155.6902002,153.0121048,151.9336415,152.4926686,152.8497409,154.2020053,155.6679185,158.1885856,159.6022727,158.3280888,158.9444896,159.7333333,159.6022727,158.1333333,158.0803975,158.9035449,159.7296173,157.3386384,158.4264232,159.2317321,162.805051,165.5819192,169.2457058,168.0105175,167.6612328,169.0106181,169.6557269,169.8958031,169.057377,171.370008,172.2095851,173.9975,175.5692665,173.3096476,174.9824709,174.1954784,173.0225989,174.0815052
"Memphis, TN",41,97.19444444,96.2553495,95.68501428,95.0845666,94.70922234,95.63280533,95.41287879,95.2995882,94.06402296,93.21527486,93.23925417,92.1042241,91.78483673,92.82128514,93.002933,92.61433621,92.54115226,92.54024024,92.02911978,91.49607178,90.86777754,91.00689655,90.32260438,90.31441995,90.16906325,90.18471568,90.41244573,90.22177419,90.51686059,90.94847203,90.86363636,90.53040103,91.19298246,91.19298246,91.03390305,91.07523606,90.76393237,91.38156177,91.95366759,92.42294521,92.43048404,92.10805659,92.88637333,92.90703923,92.90502056,92.97674419,93.28483729,94.03114368,94.08025406,93.48807221,93.78563284,93.87512791,93.76379691,93.85154865,93.5080009,93.84035813,94.53981014,94.89114049,94.24690372,94.38888889,94.1640945,94.99591181,95.28895651,95.76812872,95.38197851,96.11631412,96.38409,96.25925926,95.63110874,96.25481274,96.39244365,96.22725255,95.97335489,96.56848131,96.98025493,97.63415991,98.11542992,99.19527897,99.78396135,99.26985981,100.2192982,100.745098,101.300052,101.2982259,102.0591341,102.0443952,103.0939227,104.736962,105.1871789,105.1005725,105.6312769,105.5555556,105.3393874,106.3383504,107.373868,107.2253382,107.45,108.7206517,110.3695369,110.7260766,110.3572886,110.731539,110.5809986,110.8756474,111.8305085,112.2409073,112.3833757,112.4649791,112.5675676,113.2587562,115.2643918,116.0714286,116.9082012,117.2892868,117.0320988
"Oklahoma City, OK",42,102.6272578,102.6092055,102.8458844,102.647317,102.3460411,102.0979021,102.0823043,101.7610115,101.8324763,101.6949153,101.7917825,101.7094017,101.501305,101.7493473,101.3681592,100.9521062,101.0557983,100.7486429,100.9729094,101.2215436,101.13045,101.2921397,102.0998865,102.3017903,103.0657895,102.7285613,102.9484946,103.0984697,102.6406527,102.5701479,102.763958,103.1290396,103.9755187,104.8319524,105.6029647,105.4573125,105.9322034,105.9486781,105.8367769,105.6571429,106.1286645,106.8555567,107.3086284,107.7801381,108.6216918,109.2584481,109.3574468,109.5506777,110.0834276,110.4527202,110.79099,111.5942029,112.115511,112.43322,112.9399933,113.0758492,113.3913792,113.5371179,113.2763312,113.9066789,114.5110546,114.8014702,115.1267852,116.2061619,116.0244296,116.1764706,116.382084,116.2790698,115.429424,116.9155972,117.0394737,117.642077,117.4264789,118.5156361,117.658109,117.9775281,118.6823395,118.1853035,118.0952591,118.6875053,118.4475806,119.0090827,119.5822454,120.797351,121.4198856,120.8799866,121.2098227,121.5965965,121.7690678,121.4798454,121.5993405,121.3233458,122.2905028,122.973367,122.9109718,124.8253674,125.7666893,126.8423621,127.6726585,127.6415892,127.7136189,127.5553663,127.036941,126.6604098,127.2123894,127.9866667,128.6572287,128.9891782,129.6374832,129.2957422,128.6826347,129.3344948,129.4879704,129.95,130.1939058
"Louisville-Jefferson County, KY",43,122.1598878,122.3175966,122.5328947,122.9567556,123.1033087,123.78159,122.9919679,123.2352941,123.1086713,123.2219464,122.9213812,122.8624907,122.4330643,122.3287113,122.2491247,122.279688,123.832649,125.6725146,125.6830601,126.6248563,126.2755102,127.1381309,126.7323944,125.9036145,125.8777332,127.4514622,127.8508772,128.8689264,127.8405316,126.4257277,126.4102564,126.4411991,127.2522523,127.5510204,128.7908821,128.0914606,129.1184328,129.7830362,130.2424242,130.3444181,130.5357143,130.3448276,129.5188243,129.227097,130.3623188,130.7835664,129.7297297,130.5132697,131.4571048,131.4781809,132.0503145,133.614202,134.2634085,133.7650737,134.5381526,134.7213717,133.2847779,134.1674249,134.5738943,134.9738676,136.2952515,137.2388554,136.3884343,137.1013471,137.8938804,138.1182147,139.417541,139.5149004,140.3634361,140.6462729,140.6141738,140.5642023,140.4494382,141.2423094,142.9361702,144.8373225,145.7286432,146.6766467,146.7449306,148.0592441,147.1779141,149.0880255,149.0418982,150.7262675,150.4826803,150.5348566,149.9761905,151.8481013,153.8671024,153.6570375,153.2987007,155.200586,155.3571429,155.1551724,155,154.8366249,151.5812432,153.7515375,154.3557567,155.9196617,156.8856288,156.6994522,156.8364611,155.6333546,156.6180443,156.4715666,157.0680628,157.3992487,156.2819784,157.3222705,159.0178863,159.9333333,160.1241002,159.9168266,159.8080245
"Hartford, CT",44,182.847179,181.7784603,181.9204941,180.6765524,179.9214145,179.0758359,179.6153846,179.0062668,178.2007535,178.0601889,177.4100719,177.9253425,177.9551044,178.0003297,178.1873112,177.0833333,176.6678856,175.711775,174.1896395,173.5532407,173.0931212,172.2488441,173.1068359,173.8081884,173.8081884,173.9774292,172,172.130102,172.2087444,169.8348395,169.8387097,169.6585382,170.5988024,170.5302096,170.6645694,170.5511811,171.7758192,174.0033223,173.6111111,174.1788695,173.4436104,172.8227362,172.6724195,173.0651731,173.3,173.2954545,172.4650735,172.9559748,173.3111111,173.4441603,175.34195,175.4693878,175.1536435,174.9006149,173.8738739,173.3078603,172.8882819,172.3723724,172.5595238,172.8320482,173.5471698,173.6969697,175.1068376,174.129257,172.4485452,172.2736626,172.1480844,171.0585177,171.2085308,171.0885214,171.2427767,171.2798027,170.7829181,171.1300817,171.1840228,171.6560974,171.4694111,171.1875,170.6805075,170.7407873,172.3648093,172.7416799,173.7409596,174.930028,176.5219774,175.1752336,174.3521471,173.2276521,173.4597156,171.9818182,172.1070225,171.6853035,171.5009747,172.4399932,172.9468599,173.580786,173.7097598,174.6482036,173.6134454,171.84375,171.4490674,172.7429806,172.0255654,171.5758468,171.5371999,171.9620046,171.4684015,172.312391,173.7967914,174.2772109,174.515128,173.1550802,173.6712598,172.01417,172.1584386
"Richmond, VA",45,137.0217166,136.2792131,136.2522415,135.4730014,134.936212,134.137931,133.2670049,132.3751891,132.9049713,131.6944688,130.3992395,129.6508728,129.112276,129.1165708,129.1222143,129.0805785,129.607108,129.3443595,128.7453184,128.4408475,128.4666229,128.4789254,127.1385268,126.1212334,126.2679761,125.9199236,127.3623665,127.0687936,127.4373882,127.8246206,126.9329419,126.6096715,127.2264631,125.6696429,125.5286344,125.3307339,125.4941952,126.8188498,128.7649273,130.7189542,130,130.8016878,129.2760541,129.1751875,130.110511,131.5447598,131.9915149,130.9513513,132.9291592,135.7965009,135.0213675,135.4675877,134.8314607,134.3576527,133.7981044,133.9668651,135.2082207,134.9196209,135.4800707,135.8182449,136.4593949,137.256128,138.1853847,139.9771728,140.5442177,140.1771756,140.2632719,139.0199712,139.2167382,139.5870961,139.8040962,136.4165329,138.6504135,140.0145278,139.4084417,140.3270565,141.190629,140.7475773,140.0145278,141.1294118,141.4507341,141.5619725,142.5369742,141.7480108,143.2699254,143.8339295,143.7368973,145.3170331,145.631068,145.0485673,144.9139865,146.0361613,147.3496263,148.2052117,148.7470634,148.2156971,146.6900986,149.6590522,150.9956866,151.0238665,151.221567,152.3979107,152.5590551,152.6081965,153.5339524,154.250457,153.0674847,152.7573929,153.4627007,154.4811321,156.763285,156.6495049,155.5148981,154.7810135,154.5227273
"New Orleans, LA",46,133.2666667,133.0925257,131.6427131,131.3485896,131.5635939,131.4553991,131.5388522,132.3071974,131.2818365,131.4078414,130.4681042,129.6296296,130.4824561,130.4884808,130.3846154,132.3291627,131.8651441,132.3006213,131.9903788,131.2718786,130.6371056,131.1078665,132.7389985,133.6842105,134.0860974,133.2290528,132.8823529,133.5269423,132.724034,132.3805942,131.1208267,129.6875,128.7936094,128.7313715,129.3774626,130.85554,133.5823039,134.5437616,135.4367201,134.7503466,133.6220484,132.7783565,133.2827478,133.5870012,133.7286235,134.6960168,134.5043311,135.8149461,135.4419498,136.451937,137.3924871,138.4096024,139.5883387,139.4799054,139.7312501,139.0697674,139.6648045,141.2025827,143.0317848,142.675564,141.8883543,141.955836,144.2041043,144.3231497,146.1988304,145.7978345,145.6429007,146.2809367,149.7005988,151.9485163,152.1298174,153.8825758,157.0512821,161.4054989,162.4960264,163.0215827,167.2002476,165.3591348,164.9824253,167.9204729,173.4782609,175.2615845,176.1370158,177.7044185,180.856833,180.8656956,185.2378011,179.8047276,175.7196357,174.7150063,175.5807672,174.7552448,177.1084337,180.1290381,181.8519896,185.1737363,187.0615653,187.0550162,189.4434283,188.0787037,184.4468245,183.9654525,181.1594203,181.8559803,185.1851852,187.49975,187.7875366,189.8109719,188.4342981,186.4030132,182.2669104,187.0378425,181.3265047,177.9208889,179.2067416
"Buffalo, NY",47,115.3080569,115.8395806,115.0991683,114.8925537,115.3146853,114.805367,113.9002255,114.1022657,113.3116883,113.0181569,113.6164274,113.4877384,113.5964912,115.1803607,114.8790323,114.5448759,113.8420586,112.9943503,113.096367,113.2153149,113.356857,113.0652635,112.9325793,113.3,114.3821678,114.6159725,114.7112342,114.2285714,114.3085106,113.8210545,114.0372269,114.8024856,117.0899956,116.4031486,117.5633891,117.7307618,118.4376157,118.8115942,119.047619,120.0518914,118.8193344,119.0741535,118.8379956,118.3139535,118.987494,119.4366925,119.6383306,119.5108696,120.5232246,120.4154437,120.5279511,122.3548851,124.9015519,125.5868545,125.5658087,125.4784035,125.9724815,125.9803922,127.1374459,125.8543165,126.2193362,127.110885,126.6666667,129.3539474,129.8601,129.2430654,128.7872057,129.5454545,130.384058,130.1228099,130.1432211,130.1432211,132.6695023,131.6789216,132.1629679,134.2339328,133.9046599,135.15625,133.664423,134.2052632,134.9639681,134.0630017,135.3653954,135.3211454,136.7511232,137.3493976,141.1176471,140.4656764,140.1344373,140.2712816,141.5057915,141.5814342,141.4389328,140.6933401,142.0257352,144.0370955,146.1458174,146.3933416,146.4830012,148.2319235,147.6237915,148.2395353,148.0198968,147.5806452,148.5138234,148.8019405,149.1820726,151.29812,153.712687,154.0099683,153.8205128,153.7420485,154.2819195,154.4796335,153.8628255
"Raleigh, NC",48,135.0859951,134.2957569,134.0321794,133.8709677,132.8457725,132.4633124,132.1813285,131.5329467,130.0466388,129.5933468,129.0203058,128.9942295,128.4255599,128.812764,128.578164,128.6595724,128.6054177,127.7206608,127.2246409,127.2445887,127.2369064,126.8474469,125.9903893,125.8041831,125.7241795,125.6097425,125.5867769,125.4921623,125.4408959,125.5077555,124.4426501,123.6247588,123.5663904,123.4380515,124.1045635,123.7189438,124.4905567,124.9696676,125.8535524,127.6885208,127.5045537,128.2267765,128.5349771,129.7577855,129.590165,129.6647691,130.3514248,130.1920875,129.9904398,131.092437,130.2460203,131.9056487,132.3624595,132.3308271,132.2945794,133.2764228,133.2047686,133.846178,133.4986674,133.6939891,133.7534959,134.2875307,134.828629,136.3274373,137.8344443,138.0885111,137.9269401,138.7432796,138.8003477,138.6525486,139.076323,139.1162029,140.3357692,141.6644181,142.3516033,144.6663369,144.4661949,145.1800232,145.0927588,145.1361868,145.5945541,146.5236363,147.2613468,147.3544974,148.0234261,148.3050847,149.229676,150.2782931,149.8057714,149.7786857,149.4687898,149.2287056,149.2607505,149.9390492,150.9070438,151.0369702,151.4361761,152.5198977,154.0256053,153.9885917,154.9873828,155.1317526,155.3562943,154.3209877,154.3905871,154.3770432,155.5555556,156.1781041,156.6121801,156.8627451,158.1845251,158.8287737,158.9568875,159.2440517,159.5911928
"Birmingham, AL",49,132.7414618,133.6432307,133.395257,134.3850032,134.3644923,134.0083383,134.0339644,134.2071611,133.6340206,133.1996963,132.9255319,130.0215684,129.5833333,130.3168763,131.908622,133.1427681,132.6787011,130.8855993,129.401459,129.2790314,129.2136354,128.4016865,127.2788204,126.0286935,125.6886228,125.3007745,127.2540848,125.3581662,125.695907,125.8240873,125.3040473,122.957901,125.1947643,125.1639833,124.5551601,124.3252219,122.5997046,123.2935818,124.7174594,126.2064557,127.2920542,126.2888183,126.7625494,126.5731708,125.9386833,124.8661476,123.9795879,123.1691079,123.608769,125.3544166,127.1690736,129.5489891,129.4311624,129.053498,129.4879704,127.3599982,127.1774918,128.2751831,123.9964318,127.1091114,127.2104405,128.9473684,130.6323362,132.2423398,133.3569096,133.3756748,134.7842835,134.5636294,129.8363095,134.2301943,135.7957632,134.5248108,135.7285486,140.1833873,142.4209652,142.3783755,142.7092079,143.3376691,142.7374302,142.0542636,141.4522098,142.6058012,142.46224,141.4146341,142.1137339,143.2880845,144.6643931,146.011396,146.2827678,144.9064079,143.96,144.140153,143.3975871,142.061088,140.403286,140.5451448,140.1829268,140.6660413,143.0758988,145.4683237,146.1500975,146.0481544,146.1238292,146.326953,144.9839538,145.3859964,146.9943422,146.2258631,144.1283333,148.496101,148.5991995,152.0843058,151.2704372,151.3143499,151.5492371
"Salt Lake City, UT",50,163.1782107,158.6869362,152.5389025,161.2077789,169.5551194,171.2447942,172.0210495,174.1190765,176.7187257,175.364715,174.1241361,172.4956822,173.7886753,173.0742173,174.7815231,177.0612954,176.166033,176.267078,176.7729952,176.1746598,175.9348449,172.4137931,169.2101021,164.4555003,161.5840517,159.8008069,163.3986928,170.575693,172.3245109,175.6867221,178.8708609,167.3409342,152.5912997,147.5242471,143.7113494,143.1426557,142.8895255,141.5932362,145.625,151.6034985,149.4142038,150.2077051,150.7913161,158.6707814,162.169508,163.2066277,158.1543727,163.2009955,163.7421431,169.5692026,173.1578947,179.189054,178.606739,178.7351662,176.8142681,178.2815199,175.2165069,176.6004415,177.9532885,177.5846036,175.2165143,177.8242678,178.0306058,177.7036111,181.7168992,186.0592755,188.8125195,188.1980715,188.3739758,190.9206619,191.5300799,192.0560748,188.5931559,193.6700104,197.7040816,203.003337,203.4511194,200.3837953,201.6135539,206.6001109,210.8047081,209.047619,207.681052,206.7597862,213.7970353,210.6613455,211.7360894,210.2446483,205.7530402,211.6238047,209.4893719,206.3327361,203.9945603,201.2342901,200.3385443,203.3586985,200.338001,211.292457,218.1025082,228.0701754,234.7553816,233.8585207,235.9857767,240.3445513,236.8700521,235.3513386,231.0082873,228.6585366,222.9952002,229.8680374,228.2913165,236.1704726,241.3233863,241.4157515,243.0916152
"Rochester, NY",51,117.2434018,114.8621042,114.5416667,115.6282613,116.9811393,117.3342541,116.970091,119.3673338,118.9935065,117.4501425,117.2427337,116.0859466,115.5068818,114.7540984,114.1155492,114.1155492,114.44751,113.5926573,113.1967199,113.1475838,113.3404203,112.8210935,112.2625216,112.3194222,112.1904415,114.4997187,116.3942546,116.5178571,116.6122259,117.0798405,116.729798,117.0256844,117.4961519,117.0682731,117.8227459,118.0039531,117.5552296,117.5365344,118.1625066,120.0934579,118.3970856,119.9339429,120.4771306,120.352356,120.5797021,121.3583165,118.8173591,117.5348284,117.5687666,118.9279935,118.3159307,120.056594,121.604402,122.8922717,122.7966167,121.2172648,121.1140175,120.3129976,122.9950022,122.5642023,122.6318134,125.1078764,125.4814186,125.3609169,125.4765958,125.8656873,125.6204429,125.298589,125.4215636,126.0306852,128.0722392,128.4796574,126.5489674,127.98406,130.9716038,130.4675439,131.1626069,132.912234,131.7647678,131.3059649,131.1228227,130.8897005,130.6148455,132.0096357,134.5291656,135.3551697,134.038164,134.8200846,133.4159026,132.7898551,131.3388161,132.2158712,133.039437,135.4516129,135.5038303,137.0065789,137.6029529,137.5283814,136.4868484,137.6951331,136.4581966,136.077926,137.6828568,137.3691099,137.8683386,137.749713,138.6134454,140.6970784,143.0820611,145.868339,146.4367663,145.029554,143.5691318,143.3928571,141.5073529
