RegionName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
"Michigan City, IN",294,167.4107143,162.270784,163.2996633,163.7089618,159.0909091,156.8996711,149.4023904,148.7032013,145.858867,143.7283763,137.665272,136.1842105,133.2089552,132.3138298,132.9743491,127.4131274,128.2264151,128.4424758,126.3407773,129.4485754,129.7705314,124.7889709,126.7942584,127.2057951,130.4666667,125.9554809,131.0649412,129.4773397,124.2633517,125.483871,125.483871,127.7092511,127.9629474,131.0928962,131.6370107,133.3079268,128.8109756,122.9440789,126.0375038,124.1241685,126.0375038,132.2418136,132.1209897,130.3913043,131.5481273,135.3590055,135.1351351,138.7538307,132.6334101,134.1911765,134.1410428,138.1241733,143.5923829,141.8015944,141.8015944,140.7842014,141.4748637,137.3955719,141.4148352,144.2898318,140.2807018,144.6886447,150.559826,149.4748142,144.1207387,144.4044706,145.178322,144.7634104,144.2060915,142.9330065,138.8610031,136.7076632,137.6599277,145.291202,156.1755952,157.7946496,152.1577381,160.1741522,168.9189189,163.6681915,165.2461421,159.4127576,162.0879121,163.3653846,168.2468534,160.6639839,159.4247872,160.8371891,166.1481841,159.9275362,158.9253188,164.415062,163.7875391,162.7190232,157.582863,162.7190232,159.1097519,161.424456,166.3724301,160.2933317,163.7887067,159.8270958,158.2764194,159.1639871,167.0071502,174.7990354,182.1138635,182.0776256,178.5714286,184.5176565,180.7732812,182.3535306,182.4680851,180.0213583,178.0124855
"Holland, MI",295,165.2017562,163.4931057,159.4682094,152.7363184,155.5497925,158.6780026,156.9390402,153.8067061,156.1755952,160.3435638,162.125,160.1353524,159.0401786,159.652333,158.1699559,156.7933619,158.8556375,158.5193237,156.25,153.409685,152.6425591,151.5757275,153.1746032,152.0502646,151.7444407,153.1582239,152.5217309,153.1582239,154.4545455,155.7365439,153.1582239,152.5641026,150.462963,151.1463845,152.6113823,154.7518923,154.296875,152.7500618,156.8354998,157.6387409,158.9427663,160.8817355,159.8134991,162.078951,168.75,165.9214777,159.8275228,160.3641457,164.2011834,162.2373541,158.7558307,162.0991046,162.6321173,158.3786043,158.6589337,157.8136965,160.5555556,165.4398564,169.115454,164.4720075,164.4720075,170.625929,165.3696498,166.0808436,171.5675057,171.358325,175.4671204,174.522565,171.6004539,173.7726098,174.7377622,175.6486486,177.109197,174.8178763,178.0626781,174.1071429,175.6558893,178.0929487,175.9101942,175.3596188,175.6281407,175.6486486,177.7545328,175.7820038,176.6558685,179.3909734,180.022363,183.9583333,181.818917,181.9579288,182.4380165,184.4661981,185.706695,185.1112643,182.1691822,187.5,187.0762712,192.9221016,192.7538401,193.4292995,194.1741071,199.9111111,202.0489575,208.8338684,200.378072,205.0549451,211.8795315,216.2849873,216.0898604,219.3743413,222.5595825,225.9208038,214.9305556,216.8367347,221.038445
"Wenatchee, WA",296,226.6767524,223.2566128,226.9325153,228.6532951,223.2566128,220.6050228,220.409292,221.9235435,220.1295272,225.420292,223.2142857,225.3398476,219.5900499,214.0748031,213.2403972,213.8578332,216.9709783,218.2257618,212.0523536,223.1377522,221.3625672,214.5534074,216.6231163,211.2036336,209.3837833,207.9770992,217.0004062,206.7643257,206.6777042,205.5260612,210.9375,213.6130137,213.3927607,216.0696211,218.832922,216.6527778,229.8569934,220.1509652,213.9410188,220.8894585,225.0487685,230.9818291,231.310792,226.7968457,228.8492613,225.8211679,220.2983139,221.438646,225.7419355,216.9958064,224.1605241,226.5237565,233.8660911,242.6980015,244.047619,244.4897959,248.0669624,249.0465862,248.2265807,241.3359788,251.572327,236.7217715,229.5027988,225.631769,231.4674735,230.6547619,222.5113201,221.230982,222.6091393,223.5336195,225.1879699,228.6324909,227.0532158,228.8054682,231.8337824,241.2959381,244.9588723,249.9370852,245.2917772,244.490403,246.782561,251.0275984,250.7808932,257.0264386,271.9019519,269.0333618,265.095729,268.2637495,279.5394737,286.5064695,290.7941867,289.9575672,285.1524419,294.6941044,291.3179501,281.0846561,279.8148964,279.7568026,280.3916824,280.5453592,300.7139905,307.3117097,300.5250266,306.4043434,301.8877687,306.3300701,310.0797267,314.230331,312.9976338,307.3254318,305.0615949,308.3976834,312.7057275,308.2733813,307.4266793
"Lawrence, KS",297,144.5802705,146.568915,142.0027974,141.2808178,142.8091398,141.0968357,142.7252111,144.4362151,141.9223019,142.8785607,141.9110691,144.8063982,147.6389108,146.1669506,143.2238806,143.169835,141.2387968,141.2387968,138.6671295,138.0662983,137.7623158,135.6504258,138.7955501,139.193679,139.4671107,141.9943751,141.2269184,141.8864908,144.0009689,144.5086705,141.7987224,143.5410217,141.3002513,141.2074908,141.1194355,141.8270589,141.3941612,141.3002513,141.2146418,143.893865,145.5682553,143.4009442,138.9525368,140.066062,139.7598239,139.4617309,139.4507411,140.3679571,140.3968551,139.7953221,142.8571429,143.4494196,144.2762535,143.4494196,142.7443851,142.6251823,143.4994583,143.4744389,143.4494196,141.2036762,143.5921797,143.4494196,142.371132,142.554319,147.2466081,146.9068331,147.0063025,143.3366501,147.0968159,147.4890144,146.053306,146.1331801,140.6284895,141.0279196,143.443603,147.8537361,150.2403846,149.0252294,147.5390251,152.0912548,153.7857804,150.616157,152.1696891,154.4821584,158.7746131,159.9777035,162.7042309,162.4439965,162.475,160.4433376,161.9572262,157.3177831,158.0952381,157.4427882,158.1665891,160.5930374,162.3792801,167.0621267,172.6910299,174.6658566,175.3033572,167.7018634,173.6106151,175.7575758,176.056338,169.8289998,169.4902905,170.8633094,174.5085684,173.559919,174.5085684,170.2583676,172.7070618,173.8795987,174.379845
"Missoula, MT",298,215.7738095,218.502994,212.4996875,220.5882353,214.7243872,213.6581347,212.5669371,214.0003135,211.6422513,206.5399665,204.2216359,203.3356427,200.8338693,196.2899543,196.1230406,202.3275918,204.9524543,206.4005506,204.671916,205.1594328,204.2216359,203.3045247,202.9400004,202.9400004,199.5662474,200.1327298,199.130056,198.115472,206.4867558,202.9411765,203.6670547,205.0592833,203.6313894,208.1341557,210.3279065,207.9166667,199.1367862,199.0515972,200.811359,201.8062371,205.9701493,212.6973233,215.3625269,214.9106124,212.8232759,216.6193544,212.5218404,210.3469794,214.1268076,217.1643955,220.5690511,218.8685377,218.8818565,220.3886317,221.6312057,221.3571429,221.1836283,221.4983713,221.2810292,221.4342209,218.2239057,217.4801532,216.3978495,219.3688119,221.2703102,223.3333333,222.909925,221.1845077,220.1957295,222.0022624,220.7505519,226.9436653,220.5885659,221.8668407,225.0850743,230.0920598,231.7676143,236.0440714,240.5810259,237.1153846,231.8754142,233.0694811,233.5558252,236.3713527,236.2905805,234.9412492,229.8948752,231.7749604,232.1862128,236.4320258,239.9509804,241.3107908,248.1439178,247.2416196,247.2687546,244.9668874,244.9776786,243.8421309,247.0988102,250.6120034,254.1469194,256.7681745,259.0183493,258.3429229,261.2562535,260.3471295,263.6792453,266.2040643,260.8016915,263.2838679,262.1380914,259.8958333,261.4386154,257.6899875,261.1912512
"Lewiston, ME",299,116.745283,116.0907127,115.6716418,116.9739352,118.7576127,121.1305518,121.7412053,121.1713365,119.047619,119.7881828,121.1382141,125.2121123,126.5963061,126.4676113,127.110885,125,126.0869565,126.4221557,123.4567901,124.2351816,123.4842314,123.4103195,129.0035587,122.7293245,122.6934524,121.8307836,122.1719457,126.2677485,122.6065473,124.3650198,126.2677485,126.1763143,125.690184,126.6624446,126.1917992,128.0674847,129.5471343,133.2022415,135.6283543,133.1838275,133.279483,133.2879942,135.4605659,136.0210062,133.3333333,133.5617799,130.2782185,132.7380952,132.1428571,127.5443764,125.2790179,122.6748466,127.0755676,133.0513829,131.3920455,129.2067308,129.2210891,127.6804277,128.9132219,129.1167665,126.7597765,128.3653846,129.8106292,134.0296304,132.7367206,131.7401961,133.3333333,133.2064298,131.9721116,130.2083333,132.4550265,135.2272727,132.921868,136.0677083,135.6428571,139.9181609,138.0606427,142.3977689,141.9032597,145.2906977,143.4294872,141.8282828,142.0454545,141.3690476,141.2946429,148.1940701,155.5429864,162.2727273,163.6455186,160.2262017,161.3584823,162.3543497,158.6023177,155.5429864,149.7891179,148.8302638,149.2809735,145.1140873,147.2385142,153.4106412,156.7247387,158.0996618,152.1493705,154.9872497,154.6639232,161.4114114,168.2612179,171.0813492,173.3709273,176.7657718,176.2019231,176.1764706,164.1847722,167.4107143,174.8004561
"Roseburg, OR",300,151.459854,149.3678161,150,148.5289463,144.6977838,143.6949121,144.6977838,142.0838415,143.0490654,144.3859564,145.740266,144.9515973,145.5078125,143.9769982,139.9051491,135.4692318,137.3047756,138.7739752,138.5142639,137.6495255,135.7213236,135.5728854,135.1926978,133.8541667,133.5709042,132.9892723,132.353615,133.1219878,134.6153846,133.9475154,134.5144357,136.0361921,136.5645898,137.6899768,136.5513107,135.9863946,135.9068068,134.8777551,136.8159204,139.0633411,137.1706166,137.0083817,137.4375,140.9230769,140.2356902,140.2183476,139.9170555,139.7811015,139.552045,139.8475776,139.8354308,140.8217362,144.1446879,143.7308362,139.847393,140.3956605,140.6836461,141.3393432,141.8478261,142.5722248,143.2893308,143.2745314,144.3287832,141.9135802,142.4107143,143.0809575,143.7032777,145.683262,147.4809696,148.2269504,149.2183741,149.382646,149.6104638,149.4252874,146.7592593,147.9359683,149.0360955,150.6586826,152.0216667,151.6402789,152.6915114,153.1911687,153.4965035,156.3852814,156.1467466,156.1848958,157.5790622,163.5135135,166.8955958,169.2850423,169.2214948,169.7141386,171.474359,169.691358,168.073595,168.2539683,169.7852989,171.569412,173.1321839,172.0203952,173.4364926,174.6904966,177.5377331,179.0454644,178.7479507,178.3264838,178.5913918,179.1945107,180.1487414,179.5031056,180.3405573,180.7795699,180.9005429,180.5501806,180.8113721
"Show Low, AZ",301,175.1795218,174.9100719,171.7305152,171.5517241,172.4672188,173.7053571,172.8444803,169.8214286,168.2328191,166.9140383,165.7317695,165.625,158.9130641,163.4943875,161.3247491,160.2144133,162.8497409,161.0473458,158.709107,154.6802766,153.1902382,151.525658,148.9069878,148.0784628,147.8982875,148.3822983,147.2222222,145.5990709,148.8095238,147.4436854,149.726162,149.4000778,150.0330108,151.3400581,151.1991658,151.3392857,151.6666667,154.0255768,153.6735838,152.4767833,148.4453653,149.5931067,150.314804,148.8539078,153.0084268,154.8233426,154.8412387,158.5507145,154.494382,157.7077124,159.3879503,160.4246157,162.591687,160.247706,160.0749866,159.9724897,161.502059,161.5255188,163.4268093,163.9851485,166.4261067,162.4375,163.214029,162.0022434,162.3616236,162.8764597,162.8605356,162.042503,162.8764597,163.3972992,164.1664074,164.3652561,164.4654785,168.4570827,166.3051338,166.9121257,166.1882812,166.7382381,164.244186,162.6798825,163.6898955,162.8205128,161.7933723,162.037037,161.7012481,163.3613054,164.1771729,167.2805724,167.3267327,168.5869084,168.6432432,168.627451,168.0147059,167.2979798,167.2204981,165.9305598,164.7471207,165.1433319,168.2408501,170.9921127,174.7912317,173.306686,174.1573034,175.256733,175.2021563,177.1422836,175.1460091,176.0847775,176.2072612,179.3764805,180.2233265,182.195572,185.5015072,185.3813559,187.2717788
"Bluefield, WV",302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15462525,92.39130435,92.1942225,90.90473911,90.81547063,90.72349876,88.96335526,90.66529888,89.96401439,90.59633028,90.90473911,90.27777778,90.50880626,90.52614226,92.19281121,92.19281121,92.24276527,91.99004975,91.11070378,92.14285714,90.38075692,91.15462525,91.34615385,91.21621622,91.9070256,91.85354025,94.52702703,95.52946178,95.52946178,95.37304658,93.7099359,93.75,93.29822882,94.82984293,97.15277778,96.06741573,95.43010753,95.76345816,95.52717977,95.85819062,95.85819062,95.17857143,95.2375,95.17857143,95.17857143,94.54407209,95.58951874,95.78104414
"Lima, OH",303,109.1570849,111.498083,111.9077307,113.0709808,111.9077307,107.7358041,104.3509697,95.47342193,96.06745631,94.30115196,98.10679504,104.8595519,102.739726,104.6555418,99.15674845,94.28960436,89.79269941,88.46291572,92.13541667,91.63871586,91.63871586,87.57232905,87.20810994,86.64839141,88.38709739,88.95780429,89.24408901,92.03957694,91.37931034,91.94536296,90.24083401,91.34408602,91.87599161,94.33566434,92.23071763,91.12467918,92.90540541,92.00581395,89.3902439,93.09616353,93.42662121,90.96638655,91.83092141,93.98274748,93.5279381,91.96290698,87.15651135,86.41786493,85.23656805,83.95663957,88.33333333,88.05483029,89.33518006,89.21428571,89.45527236,88.67141163,88.42866535,89.33518006,88.25406778,85.27916313,85.67996636,86.4605626,89.60970464,91.56050955,94.00058341,94.13732938,94.10904701,93.24009324,92.02567909,90.6945381,93.20624825,91.62062615,93.86740331,93.81451316,93.86740331,93.88807069,96.52738375,97.40090968,96.15384615,96.4677946,98.79464528,97.99745966,96.4677946,96.4677946,97.14912281,103.7380326,99.59647058,99.55179283,103.3584783,101.484375,101.6193805,101.0108865,98.2602118,104.0922619,100.3725962,99.79061025,100.4936594,99.0955033,101.2389816,104.8941548,105.1973305,104.4161677,102.3622047,102.3694603,101.2170568,102.5659824,99.90393258,106.5622336,106.1320755,108.4222028,111.4805172,112.9419145,110.5624412,115.459518,110.7564975
"Cookeville, TN",304,102.8125,103.1964437,102.9057692,103.335557,102.6610644,102.75,102.4826438,101.8342391,101.6173752,102.4274905,102.75,102.6486486,103.6296296,104.5640153,103.1034483,103.1289647,103.6296296,103.1091519,102.1003501,102.1177907,102.8605036,104.3489921,105.4130053,104.7196418,104.6,103.5149864,102.6272578,102.5742574,102.2502038,102.8800168,103.2313605,103.2369146,103.1914894,103.3540087,104.0484919,105.8317618,105.3860513,106.0338298,106.0360908,106.407967,105.6428571,105.5125821,104.1087963,105.5555556,104.2978907,104.0647176,104.288499,104.6403962,104.288499,104.1762692,104.4303797,104.5454545,106.2854442,106.0338298,106.3661137,106.2509306,106.6424756,106.764575,106.4960265,108.6774699,108.99042,109.276334,107.1657997,107.0967742,106.6878507,108.8329544,106.2635988,105.3988434,105.0525465,105.9721865,107.8870139,107.7844311,108.3545918,108.1730769,108.939079,110.7404937,113.5150483,113.1306566,110.0860121,110.8203991,110.6757524,109.6985123,112.8709677,113.2565761,113.6363636,114.5930495,115.648696,117.8252664,120.0219218,119.2571798,120.0219218,120.4881393,121.9387755,122.537792,124.5449362,127.4782609,128.5,128.6935438,129.0994274,130.7057891,130.6684582,132.6918072,134.2089901,132.8826979,131.96,131.6526611,134.5673077,135.6508859,134.0012782,134.3101343,135.1958195,136.4509606,137.654321,137.654321,137.8390396
"California-Lexington Park, MD",305,185.9723698,182.1903875,171.4951715,179.6448954,180.2339074,182.3308271,181.6807547,179.7702298,170.0757576,169.1835871,167.0114943,162.7449024,162.6237624,162.5,162.3984711,167.0114943,164.6927872,166.1404238,165.8692185,169.8834465,171.7467233,164.6927872,161.9952487,164.5714876,161.8375187,157.9150579,157.868191,164.9866191,168.7878788,166.2245544,167.1234571,167.5101205,165.7192235,169.4606414,162.9707545,162.4289196,160.9605673,160.9605673,160.9605673,158.9530333,155.989957,158.9889931,161.9305019,161.9494269,161.9494269,160.5028124,150.096302,141.9413256,145.8265802,149.4764826,149.8733108,148.8869804,149.7501186,148.8256699,150.9301917,151.8534881,149.3460887,149.6643836,151.621613,151.6509153,151.8371151,153.5150321,155.0080419,154.5945946,154.9553781,156.1862245,155.8129739,155.733761,153.2332378,154.1142993,154.6893181,152.6909091,149.3374242,157.3838081,158.2394344,158.1257414,154.3324216,156.0559006,158.4852735,161.360173,161.922311,162.3939332,160.8323535,163.3,162.8301692,162.7401232,161.5878805,158.0220477,161.3202554,162.1376841,161.2103175,160.6249497,159.37014,159.6975089,156.8541066,156.4945227,157.9503431,160.9903382,160.9903382,161.2544803,158.9218827,158.0522766,159.983999,162.7720808,163.6920671,163.8108614,166.0498722,164.3056108,164.4597888,164.3056108,161.1459266,167.2108778,163.99719,164.0350608,166.5216843
"Cumberland, MD",306,116.6666667,116.5081649,116.6666667,114.0419416,113.0081301,113.4300126,112.9714946,112.077192,113,111.384688,110.5934066,108.2359488,109.2609489,108.1129808,107.193621,108.1129808,112.2194514,109.3529956,108.6358277,108.7169368,109.0506145,108.6828116,108.3962792,108.6828116,106.6333333,104.3662372,103.7642389,105.4383117,105.8604827,107.1022658,107.8643169,105.2668539,105.3921569,104.7809267,103.9234921,104.0865385,103.3021217,102.7597403,103.1191162,106.4444455,106.5891473,106.8451982,106.6264552,106.7608862,107.9545455,104.4066318,105.4333867,102.6785714,101.8499212,102.66361,105.4047699,106.4850517,105.2941176,105.2941176,105.4788961,106.3297872,105.077574,105.7692308,105.8631922,104.5,103.0712507,102.2571224,102.67949,101.9982993,102.3083624,102.7007814,105.0762756,105.5805181,103.6866359,103.9246013,103.6866359,101.8355517,101.3719592,101.7046059,101.0466989,103.5636909,107.4500768,106.4797961,106.9970365,104.0326511,104.9572799,103.8986355,104.6787709,104.0865385,104.7683009,103.4482759,102.851678,102.6272578,103.4955283,104.3281654,102.9503106,102.2566996,104.4152761,102.2222222,103.5357143,102.4902344,100.5952381,102.922997,104.4254658,104.9351146,103.7277025,103.4771268,104.0922619,104.6597633,105.2721107,104.46556,105.796371,107.2030651,107.2758621,108.1632653,108.9181287,108.4556294,107.6653307,108.4561782,109.0659341
"Longview, WA",307,160.0240096,159.3031875,155.7933935,153.5916824,156.2541329,161.6693679,165.5337691,166.9708029,165.4609229,164.9037675,162.835249,164.5731707,168.3673456,164.3603372,165.226192,158.6264621,159.6895425,155.3846154,153.2915837,151.6491085,151.2605042,146.3114754,147.3982928,145.5445691,144.3188952,143.2869785,139.2528906,139.2528906,140.666646,148.5735582,146.1665747,145.3992633,151.0238335,150.4557134,151.7314289,150.1684395,145.4185424,142.0694123,144.2172518,154.5655376,154.7842402,156.0150681,157.8137028,159.4724221,159.495549,156.0818084,156.25,156.25,150.3235197,153.8160788,153.6643026,152.7809247,159.5046854,163.4790528,166.464891,164.4132084,163.7853107,159.7525473,162.9281288,162.9619087,158.8375796,159.3345976,168.4266103,164.0625,162.5,166.984127,174.8971193,170.7810321,175.0550661,175.5270224,172.9552375,172.9552375,175.7982416,175,177.4061433,178.2045556,178.4970238,176.3113591,178.2045556,175.7759433,181.556696,178.8438347,181.5913526,183.2736769,189.1351351,183.2777778,190.6967692,190.6451553,190.0570119,192.8857715,190.2547192,191.2568306,193.2730924,194.0491066,198.2007451,199.5005549,193.1779046,196.6053748,198.0716253,203.4725557,204.3076269,210.8739837,213.8750503,220.8249497,233.680408,233.6573947,243.2835821,235.7816712,235.982482,233.1112592,235.7816712,234.7098798,234.1236009,231.4407898,234.4079719
"Fond du Lac, WI",308,110.8126259,110.7758621,110.4774536,110.3624009,108.1945755,109.6105528,109.3674239,109.7247706,110.0435858,110.9804829,110.4850214,108.4866968,106.2416265,108.9884035,107.3167094,108.9884035,107.8493404,108.6158747,107.3730469,108.1625847,110.1220954,113.3333333,112.5911199,109.9333333,109.6948819,110.2132588,109.9743308,110.7155509,110.5013818,110.5013818,111.5863595,107.7812829,110.2218946,113.5907119,114.7058824,113.5402906,113.9438503,111.6504854,111.8374558,109.5311581,109.3080176,109.9729072,109.0646651,108.4499001,106.8239854,105.2554996,105.5714107,106.2643678,109.7359059,110.143002,108.531856,108.1867388,108.6502563,107.8082192,108.3203048,108.406366,110.3873809,109.7957718,110.7934671,112.0435016,111.441886,111.441886,110.7576754,109.030303,112.5233632,110.0451639,108.6674195,107.7232061,107.7232061,105.6930466,108.8358459,108.8358459,109.960196,108.3251232,107.0289032,107.3399015,109.2666667,105.5528217,107.8871501,114.3347232,115.7166146,117.7285319,117.4363145,117.1484375,117.7111238,118.3400724,117.7732572,117.8179825,120.6168171,121.0604569,116.4305619,117.314766,119.1668238,122.1172638,115.6518005,121.9882802,121.8592965,126.8890201,130.5449044,127.4469884,131.5998471,131.5096953,133.0034269,132.6941986,132.4048913,125.3531884,124.5921028,127.0351866,131.2121653,131.5136476,147.0588235,150.1471721,150.9052377,146.369207,146.369207
"Ithaca, NY",309,154.1049798,154.8239896,150.4980634,149.6631737,149.6631737,147.3436032,148.0613327,147.6936991,147.472504,141.8463373,141.8274688,141.8274688,144.7368421,149.2923327,150.2824859,149.8637602,147.5501114,147.4255416,149.5192308,151.2334315,153.9973788,153.9973788,152.4507912,152.4507912,152.8920623,153.6653561,153.853085,155.3117783,157.3359073,157.1428571,158.0928482,157.5203252,157.5689364,158.7568058,160.3152434,160.7142857,160.8527132,156.0240964,160.5932203,159.9162011,159.7657929,166.6666667,167.4303169,167.4303169,167.4303169,164.4931785,161.45,158.7548638,161.3340564,156.8113772,156.4780933,160.3266942,161.45,162.0594333,161.3920282,161.2426036,163.4980989,163.4717385,166.135756,164.0851888,166.2992897,172.0711297,170.0251889,162.0805486,159.2205709,157.9537933,160.3121252,163.2550951,163.2550951,164.5626691,165.3842142,164.6693954,172.3131208,177.3238441,174.9226006,174.5502646,176.1904762,172.6496423,164.4600111,163.8356164,165.7110092,163.1905996,162.9570747,164.3424036,162.9570747,169.2607004,171.3656388,171.3656388,174.0561596,175.7053264,175.3802281,176.9557522,176.2192453,178.125,177.31697,178.2319392,182.0450886,184.2293907,187.0722729,185.0609756,180.8830444,175.6999345,171.8789899,172.3727422,180.5429864,175.0972763,174.2600418,176.5707519,177.6180698,187.3702422,186.822487,180.9927361,183.2847742,182.6359725,179.4174208
"Ashtabula, OH",310,95.41769043,95.59442438,95.50743053,94.33606042,95.87705585,96.26787327,96.45833333,97.28509196,97.40441065,97.21529855,95.30154278,93.95250751,92.6165009,93.20885144,94.66368811,95.39988534,94.85785953,95.77783938,95.60948837,95.43413174,95.74766312,96.22417721,96.24145786,95.19056261,96.24145786,96.14030725,97.70370545,98.59764795,100.2009185,98.74043367,101.3984737,98.12995805,97.75641026,97.46423927,97.61032476,98.40909091,98.1420765,96.44209619,100.9264349,101.5490534,99.1622575,97.76434168,97.84075574,96.08974359,93.06878132,93.20895522,92.87429944,94.35175085,92.19409283,96.37485538,97.12549603,97.66763848,97.15277778,98.64015897,98.87589928,100.1683502,100.8774931,98.71303395,96.56182736,95.95478111,95.77526132,95.25212046,95.8028963,96.95627224,98.20426487,100.6097561,99.78269231,100.270187,99.24065421,99.23571172,98.91904666,97.63186728,96.79176755,96.65178571,97.37789699,98.48484848,99.40707441,101.6978695,102.7373326,100.0788022,102.8555431,102.1033654,100.9957326,99.49832776,99.45354867,99.70074813,100.6554307,102.917342,102.4375,104.0297127,105.482304,104.6622265,105.1587302,104.6787709,105.8813238,106.2732589,106.2444186,107.3707464,105.1053435,107.5268817,108.9389535,110.6499244,111.5442839,112.1949072,111.8499013,112.8633721,110.0974056,110.0974056,111.2903226,112.5,111.8243119,113.1815381,111.0646211,114.9025367,117.5087116
"Gettysburg, PA",311,134.1796751,134.3905708,137.0714985,133.9232279,133.583691,132.4974411,132.5757576,133.0307816,134.8958333,134.6446723,133.4659091,131.5451606,132.4117647,131.4756672,129.9421053,130.400145,129.5648148,129.1573034,129.9342105,128.114223,128.5428571,129.307554,129.5398438,129.7747307,129.841176,129.2358118,126.0434783,130.5919566,128.3328178,128.7606759,130.7008368,131,131.6721213,131.9444444,131.4516129,133.8928571,134.075,132.5926263,131.1898513,130.8078805,121.6236367,129.3049569,131.5789474,126.1983217,130.568286,131.4570539,131.6775403,131.4221875,129.7922568,128.4469216,129.0307971,129.3615442,130.5626718,131.7778971,131.4021422,131.4670485,131.0301899,131.325,130.9605175,134.2857143,135.997789,134.059615,132.3783784,131.3548387,131.3293957,130.5919566,130.8038382,130.625,129.848498,130.1859566,130.0096339,130.2214503,129.2629263,128.9473684,124.7727273,132.2821519,130.6830309,124.7005988,137.9618217,140.7057615,140.3462333,133.1499089,140.2722222,138.4028892,142.1962527,146.5625,143.6298313,145.0581395,150.4687286,152.533585,145.7992999,142.0526316,138.7039445,142.1223606,141.4691149,140.5325297,139.9896266,138.5254989,141.5815531,139.8952058,144.8959431,145.78125,146.9435737,152.9438772,153.4129937,153.5487288,155.5697517,157.3005422,160.2796763,159.7274436,161.2282878,160.91355,162.3084075,160.0625774,162.6824818
"Pine Bluff, AR",312,,,,,,,,79.05672437,80.68130883,78.86372666,80.32955716,78.23232323,75.85839766,74.94646681,72.36445543,71.29101284,69.375,69.48357098,67.02058838,66.75090253,67.18287962,67.2823219,67.715959,69.25605229,70.79383886,70.59602649,71.44610282,72.90316355,72.69503546,74.82269504,76.40323147,76.08695652,75.56429803,71.70065802,68.49315068,68.83604506,68.41553139,67.6330782,68.32298137,67.29850957,66.73713861,68.8854681,68.27179867,69.00946832,70.14028056,69.13827655,68.73822976,67.38931942,65.99162011,68.72852234,67.23901099,68.37604986,69.99825117,69.00924499,69.71514243,70.81725923,69.81519833,70.81100973,70.40709812,71.02889024,71.93825403,73.2843965,73.17165473,74.64503043,72.85263987,73.86742966,72.68205221,73.73620087,75.17241379,71.53338225,72.46364653,72.54464286,74.55075279,74.86864454,72.98892989,74.13997628,74.67680634,72.78559092,72.74218297,73.76373626,72.6010101,74.04727448,73.92839915,72.11635241,71.14763996,72.00194328,71.53671461,72.98466349,72.99872935,72.36969112,71.77033493,73.1412572,74.47528775,74.51071761,73.66093366,74.47528775,74.25640004,72.7771011,73.12663252,75.79463915,75.79463915,76.71800948,77.89973958,79.48871092,79.17383821,81.0692651,82.58678127,85.32341315,84.3505667,78.125,79.1433892,79.943101,81.68592212,85.4618016,84.94236311
"Tullahoma, TN",313,106.7603858,106.5977188,104.9463369,103.7119336,104.4700793,106.3845401,106.9751018,107.2982456,109.614094,109.614094,111.1431322,111.1702128,110.7644306,111.0493553,110.4470601,109.2275428,109.1728734,108.1357007,108.85639,106.0045097,104.9295775,104.7685736,103.640553,104.3212053,102.4351597,101.7253195,103.0689655,103.9085239,107.2657756,105.8375741,107.2268674,106.3675742,105.6338028,106.1267395,106.223176,105.2430157,103.3834586,105.6448452,105.6448452,107.45,107.5446429,107.904652,109.95,110.2442868,109.725403,110.6711409,107.8431373,106.8691363,108.3067093,112.377255,113.0825139,113.0656109,113.9548591,112.9330525,113.3849558,114.1225962,114.9105368,116.633565,113.8774271,114.2587202,113.6846096,114.3601077,113.0395067,114.1338583,120.0051432,119.7247938,119.6972222,120.8922877,121.4123007,119.0161333,116.8682576,120.3093477,121.3003396,123.4084231,122.2683352,124.6594005,122.8944509,129.626797,129.95,130.9894002,133.0881016,135.0859424,135.5093257,138.2388277,135.148329,135.897972,139.1196479,143.9553033,141.7582418,148.9940387,153.4692289,149.6791444,147.1844237,150.0849858,147.3550504,153.5205993,148.434992,148.2732119,152.1535581,150.0271837,148.0797684,146.5529423,141.8872684,144.2428367,146.8253968,147.7972239,143.3771787,138.7445105,138.838144,142.0662351,143.4565837,152.3997741,152.5090325,147.7972239,152.3997741
